Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
1,1.0,male,76.416374508511,3.0,1.0,,S
0,,female,74.1372954100709,5.0,3.0,47.054316164395715,
1,2.0,male,72.83193843297192,4.0,0.0,173.89077945438572,Q
0,1.0,female,41.46142651877708,4.0,1.0,119.29931321179014,Q
0,3.0,female,29.451227016976105,3.0,3.0,189.18983639853926,S
0,1.0,female,,4.0,5.0,117.04626869234426,Q
0,1.0,female,55.5017842617555,0.0,0.0,29.162065966404597,Q
1,,female,70.83582437282375,5.0,,38.31973459850271,Q
1,1.0,male,17.351917937009446,0.0,4.0,197.8694253917302,S
1,,female,73.53725951847454,4.0,3.0,146.48521347951922,C
0,3.0,female,65.39923832562124,3.0,0.0,14.609356255672484,
1,2.0,male,78.32962519908054,0.0,1.0,142.23729598175964,Q
0,1.0,female,70.53989008925328,1.0,1.0,85.37374412787428,Q
1,3.0,female,,,0.0,64.90563543052215,C
1,1.0,,,5.0,4.0,35.04185477745418,
1,1.0,male,9.8670446873355,2.0,0.0,168.7812711385303,C
0,1.0,female,24.00664216768381,2.0,4.0,17.449068902874636,Q
1,2.0,male,49.5205141947786,,4.0,61.51791516402986,
1,1.0,female,64.54130576167663,4.0,5.0,64.74466429601236,S
0,3.0,male,,,5.0,,S
1,1.0,female,,0.0,1.0,104.0960522409397,C
0,,female,1.4448737070962445,,3.0,7.282012228124062,S
1,,female,15.719025344964148,1.0,2.0,63.69022550502978,C
0,3.0,male,8.878370104416067,5.0,0.0,187.0577415864475,S
0,3.0,female,29.702633569951793,4.0,4.0,65.55326602169112,C
1,1.0,male,40.60672849706593,1.0,0.0,,Q
0,1.0,female,4.428377107706307,3.0,3.0,97.26718440564396,C
0,3.0,female,28.52976008785677,3.0,3.0,114.53020809603757,S
0,2.0,female,15.155194295400484,,2.0,162.6981857400451,
0,1.0,female,52.11854313445104,2.0,2.0,42.112638515423434,
0,2.0,female,37.677517176622864,3.0,4.0,174.99054355254864,Q
0,1.0,male,40.130094107778795,,5.0,152.72212464305844,S
1,1.0,male,34.78765125464343,4.0,2.0,145.91681525900327,Q
0,1.0,male,76.52555712843879,1.0,5.0,21.92689187435387,Q
0,1.0,female,17.964074884603495,2.0,5.0,9.219934545044012,
1,2.0,female,,1.0,4.0,120.83247667707639,Q
1,1.0,male,59.145372100861536,2.0,1.0,173.31112269201643,S
1,3.0,female,,2.0,5.0,118.966085507424,C
1,3.0,female,74.39264997162728,5.0,4.0,46.58079876187851,Q
1,2.0,female,30.85950009566145,4.0,2.0,22.651380100096578,
1,1.0,male,37.63038865608107,3.0,0.0,141.42130829945833,C
1,3.0,male,7.993262901963545,2.0,2.0,145.74520407697287,S
0,2.0,male,49.11092977310235,3.0,3.0,38.64368163398619,S
0,1.0,male,23.76874550740038,4.0,2.0,10.497111521824575,Q
1,3.0,male,13.664414121729939,3.0,1.0,84.61528507852341,S
0,3.0,female,44.01797213945614,5.0,4.0,,C
0,2.0,female,,5.0,5.0,142.67046986560229,C
0,1.0,female,,0.0,3.0,162.93927678481606,C
1,,female,56.15902082606335,5.0,4.0,124.05479832481281,Q
1,3.0,male,50.27800306141738,2.0,4.0,26.62171867670458,S
0,3.0,male,15.932365336973279,,5.0,,
1,3.0,female,38.08535411016946,5.0,2.0,196.914445364502,Q
0,1.0,male,57.90551040180624,1.0,0.0,181.58899399649377,S
0,2.0,female,42.82542350276084,,3.0,174.97543730755498,S
0,2.0,female,32.24363701850204,2.0,5.0,63.92317990487647,C
0,1.0,female,26.46473818839455,4.0,1.0,151.40369440853013,
1,2.0,,49.221115464880235,5.0,1.0,,C
1,3.0,male,75.189587166509,1.0,0.0,,
1,2.0,female,54.067842397721186,0.0,,53.8595425307562,Q
0,2.0,male,6.904926387268925,2.0,2.0,190.99762451561688,
1,2.0,female,37.39411290508857,2.0,1.0,92.9097852344418,
0,3.0,female,71.37510638933958,4.0,3.0,30.31208393984648,Q
1,1.0,female,,3.0,5.0,26.40668953619144,C
0,3.0,female,79.12118125886592,3.0,0.0,,C
0,1.0,male,75.97648209798828,1.0,,90.35338105126414,
0,1.0,female,7.183683977660193,0.0,0.0,23.424355659897905,S
1,1.0,male,74.73965231551485,0.0,5.0,149.37109157043847,
1,2.0,female,29.687474630497515,4.0,3.0,160.86840761543084,Q
1,2.0,female,67.73202419899314,,1.0,146.456048003358,Q
1,1.0,female,34.05228367934845,3.0,,44.44087114838252,S
0,1.0,male,35.82755390349875,5.0,5.0,139.50621391923352,C
1,2.0,,51.105204187225866,0.0,,,C
1,3.0,female,62.183716122802686,5.0,2.0,64.49686723728979,S
0,1.0,female,3.6693429249116423,0.0,5.0,,C
0,3.0,female,47.85932364664361,5.0,0.0,167.8731550326728,C
0,2.0,female,15.751906533692308,5.0,1.0,81.12690274853384,C
1,1.0,male,,0.0,2.0,,S
0,3.0,male,,1.0,2.0,73.70755030646184,Q
0,3.0,female,,1.0,5.0,102.29019918006101,C
0,3.0,female,27.396776538217697,4.0,4.0,190.05593340119083,C
1,2.0,,9.481528357602754,5.0,0.0,188.50168923896123,Q
0,2.0,female,12.504670343510664,5.0,1.0,40.270437453175255,C
1,3.0,male,3.641600859326716,5.0,1.0,41.10357563919305,C
1,3.0,female,38.14967774097159,5.0,,36.85938401058735,Q
0,2.0,female,,5.0,5.0,158.83977682075013,S
0,3.0,,10.138342668201208,3.0,0.0,6.174297871839242,S
1,3.0,,75.75489494724349,2.0,5.0,29.79955364741608,
0,2.0,,58.93555966383539,5.0,1.0,109.9021281705993,C
0,3.0,male,51.36240543179889,3.0,,53.274603042919274,Q
1,3.0,male,51.97694267056147,1.0,3.0,23.009509356656107,Q
1,3.0,female,66.31148422330628,5.0,0.0,75.17621240509769,C
0,2.0,male,9.44666928600589,1.0,1.0,58.47048298674773,C
1,3.0,male,40.875591561677794,4.0,5.0,104.66533977028548,S
0,2.0,female,56.070199922599926,2.0,4.0,195.9505507968882,S
0,2.0,female,47.35881516081153,0.0,4.0,29.239404178909094,S
0,1.0,female,66.78954661084028,2.0,,77.68170744264839,
1,1.0,female,6.709465011896768,5.0,3.0,186.73707848513257,Q
0,3.0,female,55.56538212043411,5.0,5.0,175.9902434812954,S
0,2.0,female,43.1881907003927,2.0,4.0,,S
0,1.0,male,30.95370825441553,2.0,1.0,141.2958865813486,C
1,3.0,female,27.88172359648844,4.0,1.0,22.132117648362385,S
1,1.0,male,50.04577798916124,,4.0,143.94550583100494,C
1,1.0,female,71.38863459689692,0.0,2.0,194.7072572495246,C
1,2.0,male,40.19789816198811,,4.0,,S
1,2.0,male,66.15312996207669,0.0,2.0,102.20559427171078,S
0,1.0,female,32.77035416567344,2.0,0.0,41.52713084187251,C
1,,female,9.089162560660947,1.0,0.0,,Q
1,2.0,male,5.8589531802324455,0.0,1.0,120.1352697518884,C
1,3.0,,5.055415334570529,3.0,5.0,132.12694659777134,Q
0,2.0,female,31.031861214655926,1.0,3.0,10.086240903520753,Q
1,1.0,male,27.641782316031524,0.0,5.0,112.00108022806936,
1,3.0,male,57.71702486618299,2.0,1.0,121.01229448198774,
0,1.0,male,59.6828986252044,2.0,1.0,45.46837640549643,S
1,3.0,female,5.017463537865447,1.0,,45.624907210264524,S
0,1.0,female,18.46873776823218,1.0,3.0,58.86254285963521,
0,,female,,2.0,1.0,143.78571038681133,Q
0,3.0,female,44.26134674728195,0.0,3.0,123.22188238881247,C
0,1.0,male,12.416702688649071,3.0,1.0,169.9237159929719,Q
0,3.0,,11.581356332600029,4.0,,62.65342150940415,
1,2.0,male,75.55932224742868,1.0,,182.85327167822206,Q
0,1.0,female,,2.0,1.0,150.0227015867549,S
0,2.0,female,15.271737265202454,0.0,2.0,82.02727565267091,Q
1,1.0,male,33.118856824533786,,4.0,23.576102796963905,S
0,3.0,female,29.09413794134768,0.0,1.0,55.11181418505909,Q
1,3.0,female,63.489321851167176,1.0,0.0,191.5698023568958,C
1,3.0,male,41.306820401771645,2.0,3.0,65.52085829739548,Q
1,1.0,female,11.100129222483895,0.0,0.0,69.33068722906756,C
0,,male,59.380372989343265,2.0,2.0,41.96984156405482,C
0,2.0,male,32.3541502797686,0.0,,162.33586722205925,S
0,1.0,male,21.771015562939617,1.0,0.0,,Q
1,1.0,male,30.66439113963689,4.0,0.0,69.40035843192685,C
0,2.0,female,40.32276852494481,4.0,0.0,85.79788114416719,Q
0,2.0,female,28.106125796943747,3.0,5.0,89.5770145560489,S
0,2.0,female,20.110556034748868,,3.0,85.21145413092923,
1,2.0,male,32.48166027551444,5.0,0.0,103.23002059807209,Q
1,1.0,female,2.514659949241961,2.0,0.0,163.83001152519864,C
0,1.0,female,62.0273298416088,0.0,2.0,164.7605829446943,C
0,3.0,female,14.504646591839277,3.0,0.0,160.67106108385263,C
0,2.0,female,4.468464476820342,1.0,0.0,24.719343627715062,Q
0,3.0,male,52.64219673950126,4.0,4.0,160.93736663858874,C
1,,male,62.14095417707011,0.0,3.0,28.449095829882474,C
1,1.0,female,65.29250139583462,5.0,,29.32113516019031,C
1,3.0,male,39.987225430187394,4.0,5.0,189.83324046881737,S
1,2.0,female,17.22408659050884,0.0,2.0,164.78257971758055,C
0,2.0,female,59.24098650273631,3.0,4.0,112.72004103926169,Q
0,2.0,female,56.27733309519264,3.0,5.0,175.6191898731831,Q
0,2.0,male,20.455387994150687,2.0,1.0,197.92610529761325,C
1,3.0,female,72.36921271316065,5.0,3.0,124.07520299319663,Q
0,3.0,male,9.24534518854349,0.0,0.0,124.51519521139602,Q
1,1.0,male,78.63237092771473,5.0,4.0,152.11327068618596,C
1,2.0,female,68.9595770672197,1.0,4.0,50.26709571123989,S
0,2.0,male,55.34399299284694,,0.0,37.58934799616587,C
0,2.0,male,75.16124117410679,3.0,0.0,153.11824625293914,
0,3.0,female,58.062582297572916,2.0,2.0,72.25643502384995,Q
1,2.0,male,16.04610276537363,3.0,4.0,31.33871947965713,C
0,3.0,male,35.93033491091213,4.0,4.0,66.4011565539612,Q
1,2.0,female,6.648738922199193,3.0,1.0,74.9341892355422,S
0,2.0,female,31.782936360761116,0.0,5.0,193.2193936036097,C
1,1.0,male,59.58663855923948,2.0,1.0,141.10214366214504,Q
1,,female,31.529024723534572,0.0,4.0,108.51698189294812,S
0,2.0,female,27.093239861982596,1.0,1.0,193.93026204310797,Q
1,1.0,male,48.03310207831464,1.0,4.0,181.11224939246523,S
1,3.0,male,69.9041577909127,,3.0,,Q
0,3.0,female,4.7590722111428825,,2.0,181.60752889851125,C
1,2.0,male,31.452164341279097,5.0,,83.83940832221803,
0,3.0,female,13.501018603405754,2.0,4.0,49.93202974454181,C
1,2.0,female,,2.0,1.0,50.3722444803066,S
0,1.0,,9.352240274059655,2.0,5.0,,S
0,1.0,male,53.51981292783932,3.0,2.0,102.70871253791903,Q
1,2.0,female,23.608288793034678,0.0,3.0,,C
1,1.0,female,16.71442828524075,3.0,0.0,138.78481303112312,C
1,1.0,female,74.97185206817385,5.0,0.0,9.352960215054935,S
1,2.0,female,2.4634415629305133,0.0,1.0,15.537720507840957,S
1,2.0,male,35.584404479275946,5.0,4.0,,
0,1.0,female,2.7085324044817085,4.0,5.0,42.251918163214995,S
1,3.0,,39.203850800241995,4.0,2.0,128.34408491686574,S
0,3.0,male,40.582742845759036,0.0,3.0,112.67621913827637,C
0,2.0,female,26.411335240185014,3.0,3.0,119.22326988232379,C
1,2.0,male,,5.0,3.0,,C
0,3.0,male,30.73461548102355,5.0,,129.76948372418985,
0,1.0,female,54.108772254672715,1.0,2.0,166.7510641145795,Q
0,3.0,male,62.80926888291227,5.0,0.0,199.62389445048623,Q
0,3.0,male,42.929297588663246,3.0,,168.49665530358178,S
1,,female,47.596917160740695,1.0,3.0,113.71225813758976,Q
0,3.0,female,16.848693318847562,3.0,2.0,42.718770377591525,S
1,2.0,female,23.699096324984307,2.0,3.0,137.88194584336506,Q
1,2.0,,13.789753194136315,5.0,0.0,187.84248818380576,S
0,1.0,female,20.694332650364295,2.0,0.0,46.31397524779897,C
1,1.0,female,18.76605563781701,4.0,0.0,54.91914600268253,Q
1,1.0,female,42.03645412490777,4.0,3.0,,C
1,,male,,0.0,2.0,148.66072050714834,C
0,3.0,male,75.65084624489886,,2.0,84.27949316761355,Q
1,,female,16.45008112102032,1.0,1.0,17.225649582844895,
1,2.0,male,51.692381102758176,2.0,3.0,175.61524834060464,C
1,1.0,male,65.5634822500143,3.0,1.0,113.7460214170005,C
0,1.0,female,45.25907563886115,,5.0,69.56338694006938,S
1,3.0,male,,0.0,1.0,72.0766803319139,S
0,3.0,female,21.741468171580017,3.0,1.0,61.598987937226816,Q
0,1.0,,4.100991192608992,2.0,1.0,,Q
0,2.0,female,25.130093897330052,5.0,0.0,70.72312925518827,S
0,2.0,male,59.82369064126703,2.0,5.0,111.84952929376884,C
0,2.0,male,4.75390281936172,5.0,1.0,155.83586419290236,S
0,1.0,male,18.32432731788162,5.0,2.0,136.51995027165285,Q
1,2.0,female,56.792367384010774,2.0,,62.41909408705284,C
0,3.0,male,62.829473463007254,2.0,0.0,108.10449725025695,C
1,3.0,male,36.97015439489235,3.0,,168.8246011828889,Q
1,1.0,female,56.14787273981326,0.0,5.0,18.300215774831464,C
0,3.0,female,31.64822132373647,2.0,4.0,20.267967062446427,S
1,1.0,,13.633146356906074,4.0,4.0,113.45316326970192,Q
1,2.0,male,32.453809988309615,0.0,5.0,129.62745003601162,C
1,2.0,,,4.0,3.0,46.2255380763013,Q
1,2.0,male,75.89620926637834,3.0,2.0,,C
0,3.0,female,6.431325215005508,2.0,0.0,131.02135852294185,S
1,1.0,male,41.084133413751886,0.0,5.0,185.04140730607585,Q
0,2.0,male,26.984662478647227,2.0,4.0,37.94606936241466,C
1,1.0,female,41.15662384785887,5.0,0.0,151.5179817448121,S
1,2.0,male,2.8940603427460028,2.0,0.0,21.31040266373707,S
0,3.0,,,0.0,3.0,115.23201985599002,S
1,3.0,,,2.0,4.0,112.61955220233344,C
1,1.0,female,44.761396974516366,2.0,1.0,80.73508370611442,C
1,3.0,female,36.596016932473276,,0.0,169.6913737953706,S
0,3.0,male,23.556480665511828,1.0,4.0,5.852275733272386,S
1,,male,24.545359300517116,0.0,0.0,106.43498337021154,S
0,2.0,,31.26501325365617,0.0,3.0,47.344942217861544,S
1,3.0,male,,5.0,3.0,149.9822307277044,S
0,1.0,male,77.4098433378532,5.0,1.0,13.398148129688948,C
0,3.0,,35.653775126679584,2.0,3.0,167.15316419540764,Q
1,3.0,female,32.074874261073184,4.0,4.0,168.42798420785553,Q
1,3.0,female,67.87751128976916,0.0,,,Q
0,3.0,male,34.72552033026798,2.0,,34.75086271287062,C
0,1.0,male,44.609435611356446,4.0,5.0,127.92927111940375,Q
1,1.0,male,19.24439150330081,1.0,1.0,7.8016350407609725,Q
0,1.0,male,59.736700326546945,5.0,2.0,170.35270530139397,Q
1,3.0,female,43.027077143391764,0.0,0.0,145.980162734181,Q
1,3.0,male,64.91372946898699,2.0,0.0,108.57497752535427,S
1,3.0,male,62.67788567226491,1.0,4.0,147.46532945384033,C
1,1.0,female,17.985376693332256,3.0,1.0,23.393198847095583,
0,3.0,,57.53520849406323,1.0,1.0,108.08788727448697,S
1,2.0,male,64.20429822815834,2.0,1.0,61.79891590420686,
0,3.0,female,28.34247202180921,5.0,0.0,194.66079532847974,Q
1,2.0,female,14.63611991927969,4.0,3.0,172.13800037166084,Q
0,3.0,,1.2079402907874663,3.0,0.0,147.9887606876255,Q
1,1.0,male,36.621388594358706,3.0,0.0,187.0807888736977,
0,3.0,male,28.842185791568486,5.0,0.0,72.63444439026738,S
0,2.0,,44.8378768722073,3.0,,180.67158030269533,Q
1,2.0,female,15.855246314514075,0.0,,68.42145526080851,S
1,3.0,female,68.91357826565154,2.0,4.0,,Q
1,2.0,male,21.362662034620662,3.0,2.0,148.60129779640758,C
1,2.0,male,18.88793880192435,1.0,2.0,,S
0,1.0,female,38.97641046226412,,,75.40664116424806,Q
1,3.0,male,40.40923087579767,,2.0,8.789371119657087,S
0,3.0,,17.991733074022335,5.0,0.0,199.43294343399847,Q
0,3.0,male,22.476997411347345,1.0,0.0,28.82836855670141,Q
1,,male,14.40671389326435,0.0,4.0,110.84812465138133,S
0,3.0,female,57.75835408753017,3.0,1.0,159.15846655871425,Q
0,3.0,male,61.83703346907247,1.0,0.0,44.24640244087403,Q
0,1.0,female,37.523951299283326,2.0,2.0,99.58527027861717,Q
0,1.0,male,,1.0,4.0,123.44860837962442,Q
1,1.0,male,59.1388959630582,0.0,5.0,36.23992710713135,Q
1,2.0,female,11.923766686546879,4.0,5.0,156.81831468275,Q
1,,male,77.32806396192841,3.0,5.0,63.37060915192623,S
1,1.0,female,65.86152382061805,2.0,2.0,46.14949988607386,
0,1.0,male,17.154193434470056,,1.0,113.8663055552963,Q
0,1.0,male,15.70703782393955,3.0,3.0,85.01115739037289,S
1,,male,10.927230500787037,5.0,1.0,184.45575920410147,
1,,male,11.931906440811552,3.0,4.0,176.61222614864002,
1,3.0,,60.104782123267,1.0,1.0,99.25337936083223,C
0,2.0,female,38.10268629917826,1.0,,75.05643607149152,C
1,2.0,female,62.85179964644951,4.0,1.0,68.47600641809672,C
1,1.0,male,59.954136653666225,0.0,4.0,57.17490650089394,S
1,3.0,male,48.76440436691251,2.0,4.0,,C
0,1.0,female,55.22296191971569,1.0,5.0,161.970827923236,
0,3.0,female,2.4501022259522016,3.0,,65.59753859969376,Q
0,3.0,,,0.0,,,C
0,3.0,male,51.38795216149341,,3.0,97.71934220574093,C
0,2.0,female,1.7382513254132919,2.0,3.0,18.46171127554497,Q
0,2.0,male,3.605178550924879,2.0,5.0,141.74940619529283,S
0,3.0,female,68.29915061516027,2.0,3.0,106.07986192887705,S
0,1.0,male,,4.0,1.0,101.79308755470656,Q
1,3.0,female,21.96420891650717,2.0,4.0,63.58684901225438,S
1,3.0,female,55.34906436937801,0.0,4.0,,S
0,1.0,male,63.6040768620018,1.0,5.0,22.644826910662776,C
0,3.0,female,,0.0,4.0,174.61568173297113,S
1,1.0,male,3.8469528224358087,3.0,0.0,78.45751447110491,Q
0,2.0,male,74.68955085033103,,4.0,176.72158561512936,S
0,2.0,male,28.26920722535481,4.0,4.0,147.1084843748148,C
0,1.0,male,9.412059299491803,4.0,1.0,25.31329169909747,
1,2.0,female,39.85669284005864,3.0,2.0,167.14957586932397,Q
1,,male,61.70895585746657,0.0,3.0,138.0244825714035,Q
1,1.0,,18.510137854787175,0.0,1.0,11.298873018492948,
1,2.0,male,22.289713960535707,3.0,1.0,31.072023011385642,Q
1,3.0,male,20.17448395708807,5.0,1.0,128.94747088796055,C
0,3.0,female,79.34217117370258,2.0,3.0,,C
1,1.0,male,16.59489496471286,,5.0,150.59702940333102,S
0,2.0,female,46.4660971403238,1.0,1.0,145.44785315112148,Q
0,3.0,female,74.09590669090018,0.0,2.0,133.6063911606412,S
1,,female,12.604828941344561,0.0,5.0,154.4165858405524,S
1,2.0,male,,3.0,4.0,117.1417126490127,C
0,2.0,male,75.85070151725434,3.0,2.0,55.854320177268704,S
0,3.0,male,,2.0,5.0,182.91343967749006,
0,3.0,,17.949965185070177,0.0,4.0,8.551736031735697,
1,1.0,,51.09034942486768,0.0,4.0,76.4795353749406,Q
1,1.0,female,61.110426363937975,4.0,1.0,147.12970715394684,S
1,3.0,,78.89620632751794,1.0,1.0,88.29542802418649,C
1,1.0,male,15.253481944428263,1.0,3.0,9.84270945860279,Q
1,3.0,male,61.51604606202442,2.0,,17.86627610766157,C
0,3.0,male,27.765292424241924,5.0,2.0,131.48428698196628,Q
1,1.0,,14.874490779872183,0.0,3.0,193.14859688403342,Q
0,,male,34.28877835589454,4.0,,112.6134089877273,
0,2.0,male,63.71303705974069,0.0,2.0,103.81777451463496,C
0,2.0,female,37.72313449262012,3.0,5.0,67.07341654597212,S
1,2.0,female,43.46432491604083,2.0,2.0,55.05468140388231,Q
1,3.0,female,,5.0,4.0,9.092071442475518,C
1,1.0,female,32.52963466503665,1.0,0.0,58.22619918989188,Q
0,3.0,male,49.61665962202995,0.0,5.0,92.57653596872423,S
0,1.0,male,29.854291927614376,5.0,1.0,43.60020769454528,Q
0,3.0,male,32.030066059967695,2.0,0.0,22.032857753878698,C
0,2.0,male,55.95561952218724,1.0,0.0,144.9569341146475,Q
0,2.0,male,75.09307111149579,,1.0,,C
0,2.0,female,43.84635708889339,,0.0,187.6705535889817,S
1,3.0,,61.703594386953604,2.0,,125.50975205691292,
1,,female,8.047318146540142,0.0,5.0,15.291043606859953,
1,1.0,male,17.68148495712223,1.0,5.0,149.46821284254582,S
1,2.0,female,40.668399632643066,1.0,3.0,26.468584526067843,C
0,2.0,male,2.5809261666732084,4.0,3.0,135.60088294912566,Q
0,2.0,female,,2.0,,156.97633797083577,C
1,2.0,,41.874701896172326,,1.0,,Q
0,1.0,male,2.1819346622477562,5.0,1.0,,
1,3.0,male,21.899156611857293,0.0,2.0,148.938525471141,Q
1,3.0,male,,5.0,2.0,140.17590670645265,C
1,3.0,,46.278790590518405,1.0,,56.03991857570497,C
0,3.0,male,74.13438375136913,1.0,0.0,185.32989385500085,Q
1,2.0,,51.98230423679802,4.0,0.0,40.011054804862546,C
1,2.0,male,33.764128399869506,,1.0,181.45483923725965,S
1,2.0,female,74.49774299351236,2.0,0.0,65.96919595245252,C
0,3.0,male,63.00575568763575,5.0,4.0,30.381900806145403,Q
0,2.0,male,16.80070476790706,1.0,3.0,166.2031903178783,S
1,2.0,female,11.336546546556761,0.0,0.0,,S
0,1.0,male,54.389119223675905,3.0,,,C
0,,male,45.23077008058172,0.0,,56.150809198965305,C
0,2.0,female,63.3842154896277,4.0,4.0,177.52064818734615,C
0,1.0,male,59.36559895621623,0.0,0.0,139.8384405371079,S
0,1.0,female,50.39171117474369,1.0,3.0,134.90574990586506,S
0,2.0,male,78.92419155868248,5.0,0.0,76.23731481714445,S
0,2.0,female,,2.0,1.0,16.583579908700344,Q
0,2.0,female,9.935354763635868,5.0,4.0,166.86425415008756,Q
0,2.0,,66.43361162046308,3.0,0.0,38.32624005942296,
0,3.0,female,20.89641562531101,2.0,4.0,77.59043516947668,
1,3.0,male,62.406869703369544,3.0,0.0,,Q
1,2.0,male,76.61146058400406,3.0,,99.03947901932123,C
0,1.0,female,56.04684560318296,1.0,3.0,43.73882385840702,C
1,2.0,male,48.08638271503429,1.0,4.0,32.42018959204536,S
1,2.0,male,37.370507878328205,4.0,5.0,29.03302308880667,
0,1.0,male,29.788379413636857,4.0,2.0,173.28653689234417,C
0,3.0,female,28.887375326775064,3.0,2.0,11.154112066960057,C
0,2.0,male,51.273443751057656,5.0,1.0,,
1,2.0,male,,4.0,5.0,43.71309462515575,Q
1,3.0,female,54.60284848926874,1.0,2.0,26.512847891420236,Q
0,3.0,male,,4.0,,117.50947268147505,
0,1.0,female,40.02498723133581,3.0,2.0,20.597261798435845,C
0,3.0,female,63.53956570246198,2.0,1.0,122.47838631690101,
1,,female,,5.0,0.0,170.87219573865457,Q
1,3.0,male,43.393239099104015,5.0,2.0,,S
1,1.0,male,61.91974780549495,0.0,,,C
1,3.0,female,,4.0,4.0,81.92310099151314,Q
0,3.0,female,33.33824874970902,5.0,1.0,36.100673597085944,S
0,1.0,female,71.7376041843433,1.0,1.0,39.33881365215451,C
0,3.0,female,13.84279842441481,2.0,3.0,184.1590860203741,S
0,3.0,female,79.64579943863565,,3.0,26.56812162842957,
1,1.0,female,10.389353699622738,4.0,3.0,174.02264348755313,S
1,2.0,male,2.1810477172348732,3.0,0.0,111.12770109180485,S
0,1.0,female,71.31149319075242,0.0,4.0,12.61595486920562,
0,3.0,female,20.351327160910532,,3.0,95.57284841488097,Q
1,3.0,female,58.64627056829095,,4.0,164.40265532287862,S
0,3.0,male,,5.0,1.0,146.60954358962456,C
1,1.0,male,68.85992489153723,5.0,0.0,100.31257144851999,Q
0,3.0,male,79.33594461746917,5.0,1.0,172.70972654076232,C
0,3.0,male,24.229137093159927,0.0,4.0,,Q
0,1.0,female,57.10922401225347,3.0,5.0,182.43850541151193,C
0,2.0,male,10.11658880418543,,5.0,170.056035654253,C
0,2.0,female,,1.0,3.0,143.11398100316103,
0,,female,,5.0,5.0,164.4881097151061,S
0,1.0,female,30.04498563866956,3.0,1.0,111.04402383431987,S
1,3.0,female,47.69653506231351,2.0,,136.65667367404504,
1,,female,40.798102054246094,2.0,2.0,114.31662378801688,Q
1,,female,52.03017095785156,0.0,0.0,74.30856344905011,C
1,2.0,male,77.8586567616279,,4.0,115.92785548542962,S
1,2.0,male,5.403106593610768,1.0,3.0,,Q
0,1.0,male,46.34295988262875,3.0,1.0,90.85443831395312,S
0,3.0,male,69.1792735607725,1.0,,59.751204415747424,C
1,2.0,male,39.02923422812577,1.0,3.0,,S
0,3.0,female,7.203647689384253,3.0,1.0,67.7630619960317,S
1,,male,45.2826088409249,4.0,5.0,171.13750754603026,
1,2.0,male,27.233837375081816,3.0,4.0,79.31075027524962,C
0,,male,13.240401041696936,1.0,2.0,150.86071154892946,S
0,2.0,female,68.07372654939437,5.0,2.0,39.163581576441445,C
0,2.0,female,42.20636152629861,2.0,5.0,,
1,3.0,female,74.72883657794627,2.0,4.0,27.39693352035943,S
0,2.0,male,64.67530386364245,0.0,0.0,,
1,2.0,male,55.74477170811972,2.0,4.0,125.40009407856348,S
1,2.0,male,1.3970147658596428,4.0,5.0,,
1,3.0,male,34.798053074421745,1.0,1.0,,
0,1.0,,16.601416250510553,3.0,0.0,97.51252288631574,Q
0,,female,72.95303497286055,3.0,2.0,173.34470256069986,Q
1,1.0,male,14.792134789432462,4.0,5.0,,C
0,2.0,female,23.598744081083556,2.0,1.0,8.746053949335392,Q
0,1.0,male,41.83010465102544,1.0,5.0,132.1390524293966,Q
0,3.0,female,21.805725900848262,2.0,3.0,15.432150577293575,S
1,3.0,female,17.579309505050574,,3.0,196.08834652162696,C
1,2.0,female,48.32884668311744,2.0,3.0,123.8759553407818,C
0,1.0,female,8.025432297646885,0.0,2.0,,Q
1,2.0,male,5.595252938953053,3.0,4.0,,Q
0,2.0,male,30.407378319699642,1.0,,116.74877841080162,S
0,3.0,,,5.0,2.0,22.671765160441907,Q
0,1.0,female,44.82973390364189,0.0,1.0,186.35371646980167,Q
0,1.0,male,34.40724100887553,2.0,1.0,127.00020336761617,C
1,,male,45.694373573742006,,3.0,40.87580703412721,Q
1,1.0,male,29.870667287608615,3.0,0.0,114.70330548410925,S
1,2.0,male,74.95556049913692,4.0,3.0,30.985018637437268,C
0,2.0,female,5.337486381951172,5.0,,8.422779923870863,C
0,3.0,female,54.19792684335698,4.0,,127.95081211672961,Q
0,2.0,male,71.41133052139229,2.0,,131.45425166467493,S
1,2.0,male,64.50689199008502,4.0,,118.82083364666603,C
0,3.0,male,15.539241750894291,5.0,4.0,40.7792248502045,S
1,3.0,female,24.37818156944278,5.0,3.0,122.66882240647958,S
1,3.0,female,,1.0,5.0,16.019633480281364,Q
1,2.0,female,7.657374175280477,4.0,0.0,123.80147933652485,S
1,2.0,male,65.13707428677414,1.0,4.0,113.03331872598567,C
1,3.0,female,,2.0,2.0,132.77469201362442,Q
1,3.0,female,58.638925289592066,2.0,4.0,179.61774312171679,C
0,3.0,female,8.91906825113972,2.0,3.0,170.81983052170963,S
0,2.0,female,57.70308304048224,3.0,0.0,196.22756735469505,S
1,2.0,,54.70563189237763,4.0,4.0,195.36700142263214,Q
1,1.0,male,66.6428767749262,0.0,,155.60234020788175,Q
0,2.0,male,4.2860805442610905,5.0,2.0,191.50182632465697,C
1,2.0,male,2.8257428089555834,0.0,1.0,174.12035774837685,C
1,2.0,male,30.467560890406297,2.0,0.0,146.87857772951972,S
0,3.0,female,12.754274424083077,4.0,5.0,,Q
