age,salary,experience_years,education_level,department,city,gender,score,last_promotion_years,joining_year,projects_completed,overtime_hours, leaves_taken,performance_rating,work_life_balance,travel_frequency
48,20946.0,15.0,High School,HR,Bangalore,Male,69.32225814302936,8,2001,22,10,16,2,4.442254773079219,Often
57,34693.0,17.0,Master,Marketing,Hyderabad,Other,,7,2023,48,7,18,4,2.70665335367926,Often
54,47241.0,,Bachelor,HR,Mumbai,Other,30.569194569209646,6,2015,2,3,34,5,2.9272007984171786,Very Often
53,135194.0,0.0,Bachelor,HR,Pune,Male,13.22124565182763,6,2004,12,9,32,4,2.689269431210766,Often
41,115790.0,18.0,PhD,IT,Delhi,Female,31.737563773320677,5,2011,31,8,7,1,1.3858635202735443,Very Often
48,35540.0,7.0,Bachelor,Finance,Pune,Female,38.12313116838498,5,2003,44,22,36,2,1.5800235206600628,Rarely
23,,2.0,Master,IT,,Male,38.06534431210701,0,2013,34,12,34,4,3.0701185918255045,Very Often
19,84757.0,24.0,High School,HR,Delhi,Male,35.72595337625904,11,2016,1,18,19,2,3.132835872551077,Rarely
37,61203.0,4.0,PhD,Finance,Bangalore,Female,4.87225062231369,6,2011,46,29,16,1,2.87119266797385,Very Often
45,45081.0,,Master,Finance,Hyderabad,Female,46.4033107901517,4,2012,2,14,12,4,1.0513801244800187,Very Often
28,81861.0,18.0,High School,Finance,Bangalore,Male,83.6208097245307,6,2016,47,4,3,5,3.0223096219339682,Often
21,31350.0,17.0,High School,Marketing,Bangalore,Male,18.03662918585185,5,2019,28,24,29,3,1.534898833290487,Rarely
32,75512.0,30.0,High School,HR,Mumbai,Male,14.565734342745273,7,2014,9,12,5,4,3.265493749543156,Very Often
23,76809.0,32.0,Bachelor,Sales,Pune,Other,47.185105524481116,2,2008,19,11,1,1,2.1530938103673143,Often
66,121894.0,17.0,High School,IT,Pune,Male,37.06030121500115,7,2009,33,8,14,3,4.96599305206899,Often
47,117557.0,38.0,Bachelor,Marketing,Pune,Other,56.12806407135509,12,2005,14,23,33,4,2.4369941207209402,Rarely
55,62832.0,15.0,High School,IT,Hyderabad,Female,94.70743096629892,6,2016,39,7,19,2,4.283227636995275,Often
68,48369.0,15.0,High School,Sales,,Female,76.08862503328047,0,2011,44,8,15,1,1.982378478177977,Often
19,,,Bachelor,Finance,,Male,68.70581531812978,2,2023,0,20,28,4,1.75793943253422,Very Often
32,37576.0,6.0,Bachelor,Sales,Delhi,Male,41.593694439367866,9,2008,25,12,26,1,1.884351535194702,Rarely
28,,,Master,IT,Hyderabad,Female,28.735983638163486,3,2001,31,26,0,5,2.332468141214268,Rarely
25,147625.0,24.0,High School,Sales,Mumbai,Female,54.02641032958808,13,2015,1,28,12,3,4.395467756547172,Rarely
43,,31.0,Bachelor,HR,,Female,88.54435276612823,8,2015,31,8,39,3,4.055840697862653,Rarely
68,20390.0,37.0,Master,Sales,Bangalore,Female,87.67425105113715,11,2021,40,5,31,5,2.7417114536120852,Often
62,107535.0,21.0,Master,HR,,Male,44.551494874921715,5,2022,28,28,2,3,1.7523568453407523,Rarely
61,65436.0,15.0,Bachelor,Sales,Bangalore,Other,24.622035323653655,14,2000,19,29,13,3,1.1948281780600944,Often
22,31569.0,28.0,High School,HR,Bangalore,Female,22.534445025087567,6,2020,22,5,27,5,3.474166951906331,Often
23,33029.0,15.0,Master,HR,Mumbai,Female,,13,2010,11,10,25,2,3.8270089292328238,Often
43,42490.0,11.0,High School,Sales,Bangalore,Other,84.26642462959465,4,2020,43,9,20,3,3.424555209157783,Often
21,65875.0,16.0,High School,Marketing,Mumbai,Male,26.483803383328798,2,2002,9,13,10,2,3.0050169775660636,Rarely
36,143552.0,36.0,Master,Finance,Hyderabad,Other,,4,2001,18,27,26,1,4.891450584214276,Often
37,120864.0,26.0,Bachelor,Finance,Hyderabad,Male,80.92161409340645,11,2013,9,5,0,1,1.0986543092409926,Very Often
50,25867.0,24.0,High School,Finance,Delhi,Male,12.002405177291042,6,2000,18,6,32,3,4.953632992610841,Very Often
37,100820.0,12.0,PhD,HR,,Male,46.12340788142995,8,2005,25,8,17,1,2.1052582465981033,Very Often
66,119515.0,7.0,Bachelor,Finance,Hyderabad,Male,12.234137992133288,11,2006,23,2,1,5,2.5325791033166936,Very Often
29,29121.0,4.0,Master,HR,Hyderabad,Male,44.18485695113246,8,2001,8,11,3,3,4.010135779486839,Often
64,21539.0,11.0,PhD,Marketing,Pune,Female,4.713957362873278,14,2001,28,15,3,5,1.908459585911126,Very Often
18,111024.0,2.0,High School,Sales,Pune,Male,51.76228260134551,14,2014,28,12,16,2,3.8393984721700427,Very Often
43,37027.0,34.0,Bachelor,Sales,Mumbai,Female,79.57097190713888,11,2020,36,5,15,4,2.3302037250148606,Often
31,147402.0,32.0,PhD,HR,Delhi,Male,67.62966747911504,7,2004,27,12,8,4,4.762232665439612,Rarely
55,94229.0,21.0,Bachelor,HR,Pune,Female,50.916900957740054,4,2012,2,25,25,3,1.6868292095171151,Rarely
54,28921.0,8.0,High School,Marketing,Delhi,Other,82.87587121491553,6,2018,22,4,9,5,4.727135754722734,Rarely
28,70435.0,17.0,Bachelor,Finance,Hyderabad,Other,22.7787974959193,3,2018,3,3,6,4,4.164293525779572,Rarely
53,142368.0,28.0,PhD,Marketing,Mumbai,Female,83.07962849842787,9,2014,13,7,8,3,1.680945335477368,Often
30,30310.0,38.0,Bachelor,Sales,Delhi,Male,27.63634795881761,14,2000,37,2,26,4,2.550520227223675,Often
60,83965.0,26.0,Master,Sales,Pune,Female,36.24863412007618,4,2002,12,1,31,4,1.4171854450214902,Rarely
20,142033.0,35.0,Master,Finance,Hyderabad,Female,12.843020166049246,11,2024,27,19,22,1,3.3988822637771965,Very Often
50,131048.0,16.0,PhD,Sales,Bangalore,Male,,3,2017,38,18,26,3,4.842111261364449,Often
23,116444.0,33.0,Bachelor,HR,Hyderabad,Other,93.211151878558,2,2016,43,6,24,4,1.316923629471877,Very Often
67,89922.0,2.0,PhD,Sales,Pune,Female,18.997824718497736,14,2024,19,11,28,3,2.0324538541509893,Very Often
27,117799.0,4.0,Bachelor,IT,Pune,Other,33.32961550619476,12,2020,27,28,23,1,4.0214271217064095,Very Often
22,113948.0,13.0,High School,Finance,Bangalore,Other,52.91516989499332,10,2007,31,3,15,3,2.833262435401367,Rarely
40,102839.0,2.0,Master,Finance,Hyderabad,Other,34.78671326031285,12,2010,13,9,15,1,2.355822633208676,Rarely
27,32242.0,,High School,Finance,Delhi,Female,87.01332833787791,0,2019,12,27,27,4,3.4047623249883148,Rarely
61,137027.0,38.0,Bachelor,IT,Delhi,Female,,12,2007,10,8,19,4,2.17588420702873,Very Often
19,,29.0,High School,Marketing,Hyderabad,Male,32.599045739352064,4,2020,37,28,18,4,2.3154292652081034,Very Often
30,28947.0,22.0,PhD,HR,,Male,9.202769616671347,11,2005,38,11,9,1,4.22444612936698,Often
57,,26.0,PhD,Finance,Hyderabad,Female,21.015823400717704,1,2005,41,10,25,2,2.5663355291533123,Often
19,91466.0,9.0,Bachelor,Sales,Hyderabad,Male,47.43929207350639,5,2005,14,20,1,1,3.802229349797028,Rarely
37,123706.0,24.0,Master,HR,Pune,Other,28.848104223372783,4,2001,8,29,2,1,1.6030509748213713,Often
18,140351.0,12.0,PhD,Sales,Mumbai,Other,45.347223753154495,10,2009,2,18,38,5,2.595284343752981,Very Often
54,144749.0,15.0,Master,HR,Pune,Female,75.87034997208725,1,2009,4,1,1,4,3.2076827167284265,Very Often
26,81816.0,33.0,Bachelor,HR,,Other,42.06384337756886,7,2008,27,5,24,4,2.069188607011065,Very Often
34,68785.0,36.0,Master,Sales,Mumbai,Female,19.699745620793863,4,2022,41,29,3,5,2.6864058801406228,Rarely
26,139963.0,21.0,Bachelor,Sales,Hyderabad,Female,35.79676405849324,1,2002,14,5,14,2,4.039295059466909,Often
28,20507.0,,High School,HR,Delhi,Female,74.29812181485332,0,2001,2,0,17,3,1.6460188647337501,Very Often
32,86972.0,22.0,Bachelor,Finance,Bangalore,Other,42.40621202137779,1,2003,49,6,6,4,3.003004822800472,Rarely
41,47151.0,35.0,High School,Sales,Delhi,Female,24.95378529710386,0,2007,34,11,26,4,2.0471275765579744,Rarely
55,31618.0,8.0,Bachelor,IT,,Female,42.741163920733186,9,2008,6,20,17,1,2.6409530357691007,Often
52,94286.0,1.0,PhD,IT,Mumbai,Male,45.48066876826597,9,2001,29,22,6,2,2.5015503789666473,Very Often
47,36122.0,,PhD,HR,Hyderabad,Other,29.63772047770482,2,2015,23,11,28,2,3.621361604232108,Rarely
48,27354.0,21.0,Master,Marketing,Bangalore,Female,99.5685089193039,13,2005,30,19,32,2,4.068671647137558,Rarely
66,129598.0,12.0,Bachelor,HR,Hyderabad,Male,76.76260188886573,2,2007,13,20,1,2,2.998950757428797,Very Often
22,50979.0,7.0,Bachelor,HR,Bangalore,Female,69.24549869540931,11,2002,15,22,17,5,1.6663417713924997,Rarely
61,106436.0,0.0,Bachelor,Finance,Bangalore,Other,85.48669845701441,9,2010,3,5,22,1,4.474498811729719,Rarely
67,99376.0,16.0,Master,Finance,Hyderabad,Male,66.64191957654461,0,2024,2,13,5,5,1.7448080453352999,Often
31,72774.0,11.0,PhD,Marketing,Delhi,Male,79.0980343055112,6,2019,34,16,24,5,3.3138024055208017,Often
28,122703.0,3.0,Bachelor,Marketing,Pune,Female,,9,2004,8,16,18,3,3.1092083443122354,Often
26,25037.0,12.0,Master,Marketing,Bangalore,Female,50.03717699093278,6,2011,3,17,7,1,2.146642362848244,Often
51,48633.0,30.0,Bachelor,Marketing,Mumbai,Other,,12,2022,18,12,36,2,4.81178683133794,Often
29,44495.0,6.0,High School,Marketing,Hyderabad,Other,28.064639140881575,8,2010,23,12,25,1,3.706658172317785,Very Often
52,84550.0,22.0,Bachelor,HR,Delhi,Female,36.801240923331605,4,2004,10,26,28,2,2.8799243667345755,Rarely
52,101384.0,23.0,High School,HR,Bangalore,Male,62.547022541932975,3,2019,14,10,27,3,2.7739454976436657,Very Often
18,56483.0,4.0,Master,IT,Delhi,Other,46.42112847939034,4,2019,35,2,6,4,1.3698196254268336,Very Often
57,133181.0,4.0,Master,IT,Hyderabad,Other,60.783826242329944,7,2020,30,16,35,5,4.122723533426409,Often
39,93373.0,16.0,PhD,Sales,Mumbai,Male,71.33273345138818,7,2002,7,25,14,3,1.3345741585248003,Very Often
46,54069.0,29.0,Bachelor,HR,Bangalore,Female,4.271866766767052,11,2008,1,1,32,5,1.8028831241081358,Rarely
25,27370.0,8.0,Master,Marketing,Bangalore,Other,25.82777470036145,3,2017,49,29,4,2,1.6579796820770176,Very Often
28,139873.0,5.0,PhD,Sales,Delhi,Male,17.09038725447324,11,2011,2,27,28,2,1.2726232831479387,Very Often
58,136843.0,24.0,Bachelor,Finance,Hyderabad,Other,18.745511917097126,7,2022,2,1,16,3,4.318338891082091,Often
54,91947.0,18.0,Master,HR,Pune,Male,50.31253956319915,12,2003,20,6,26,4,4.6251787856260735,Very Often
31,59133.0,15.0,High School,IT,Bangalore,Other,73.99787764999253,3,2023,11,26,16,4,3.502070263904942,Very Often
47,116035.0,20.0,Master,HR,Mumbai,Female,27.277703392537735,3,2006,13,28,3,5,4.511020525650402,Often
52,115761.0,1.0,High School,HR,Bangalore,Male,82.44492381357122,10,2023,22,27,11,2,3.7002528897994935,Rarely
38,133753.0,9.0,PhD,HR,Bangalore,Other,89.24565172085738,14,2019,12,21,22,2,3.7400226222223583,Often
54,20692.0,15.0,PhD,HR,Pune,Other,35.05338720203524,7,2010,15,24,10,4,4.557884936183054,Often
22,,36.0,Bachelor,Finance,,Male,68.13565389542252,13,2001,16,9,35,2,1.367714569247199,Very Often
36,119782.0,14.0,Bachelor,IT,,Male,11.70492940851081,1,2022,17,13,11,2,1.2189263935010706,Often
31,124700.0,12.0,Bachelor,HR,Bangalore,Female,74.40282854858219,3,2011,12,20,8,3,1.214366302626412,Often
43,93984.0,12.0,PhD,Finance,Bangalore,Male,16.50238754766188,0,2008,25,18,23,4,2.6716194557160367,Rarely
21,63390.0,31.0,High School,Sales,Delhi,Other,68.74158037710208,0,2005,44,16,17,4,4.7855760269360355,Very Often
42,69593.0,7.0,Bachelor,HR,Delhi,Female,42.190000346018444,10,2006,39,15,26,1,4.479729782551644,Rarely
62,95609.0,17.0,Bachelor,Finance,Mumbai,Male,92.84563216185407,12,2005,38,16,8,4,4.127854019998147,Rarely
59,120950.0,,PhD,Marketing,Mumbai,Other,46.44605818323973,12,2017,30,17,32,4,2.6156608680068296,Often
42,25209.0,25.0,High School,Sales,Delhi,Male,3.090281746759471,12,2012,39,28,5,1,4.296729851093405,Rarely
35,146700.0,9.0,Master,IT,Mumbai,Other,48.0669036245897,7,2008,16,26,32,2,1.8739605328046536,Rarely
57,26533.0,30.0,Bachelor,HR,Bangalore,Other,79.5498743859993,3,2020,31,10,39,2,3.34140722841094,Often
25,106597.0,32.0,Master,HR,Pune,Female,64.70843308868498,13,2018,0,18,5,5,3.9836913141229564,Often
56,27211.0,28.0,Master,Finance,Bangalore,Female,96.63151966146741,14,2003,34,10,3,2,1.369764275651614,Very Often
57,29927.0,4.0,Bachelor,IT,Delhi,Male,84.32724900647457,5,2003,35,9,2,4,4.496542863284137,Often
31,97463.0,12.0,PhD,Marketing,Hyderabad,Female,52.655166289756295,4,2012,18,29,12,5,3.9092759135100126,Often
49,137333.0,0.0,Bachelor,Sales,Hyderabad,Male,20.652056560539812,12,2024,27,13,25,5,3.1331152506383844,Often
68,44594.0,22.0,High School,IT,Delhi,Female,0.37746298221230656,9,2010,1,13,33,2,1.2496333653970546,Very Often
55,94852.0,39.0,High School,HR,Bangalore,Female,98.05023970013681,5,2020,28,9,12,5,3.778075050285462,Rarely
50,97713.0,2.0,Bachelor,Finance,Mumbai,Male,93.83196983026701,3,2001,42,20,7,1,2.7890024802626305,Often
40,96382.0,2.0,Master,Marketing,Mumbai,Female,27.414399407519284,3,2005,28,22,11,5,3.9467088462378266,Very Often
32,27933.0,6.0,High School,Finance,Hyderabad,Female,63.82157862237271,6,2011,42,3,7,3,1.1454815344803406,Often
50,123780.0,35.0,High School,Sales,Delhi,Female,72.92395628861537,0,2022,18,9,18,1,3.299037956520299,Rarely
42,132157.0,34.0,Bachelor,IT,Delhi,Female,57.8013461032595,8,2007,27,26,9,4,2.7880810307892427,Rarely
34,60696.0,14.0,Bachelor,Finance,Pune,Male,84.29616748380978,9,2004,33,5,31,2,2.7192613384328195,Often
50,85449.0,39.0,PhD,Finance,Hyderabad,Other,7.782464843201375,2,2023,30,21,20,2,3.0702883169909154,Often
64,87616.0,2.0,Bachelor,HR,Delhi,Male,89.64940341502134,3,2023,36,28,22,3,1.494675362631225,Very Often
19,26089.0,28.0,Bachelor,Finance,Pune,Male,39.20190111664921,14,2019,18,10,26,2,4.74180665112452,Rarely
31,76548.0,29.0,High School,Marketing,Mumbai,Male,48.06900215747915,8,2022,31,17,24,4,3.8188084384291687,Often
57,46123.0,,High School,IT,Hyderabad,Female,44.47336504216721,4,2008,28,5,6,5,1.3393971411918297,Often
57,27797.0,17.0,High School,Sales,Hyderabad,Female,,11,2003,8,20,34,2,1.3178384563588836,Often
68,70013.0,10.0,Master,Finance,Delhi,Other,59.81684718857535,3,2008,6,14,1,4,1.8426474751230963,Often
56,28346.0,37.0,High School,Marketing,Delhi,Female,71.0343432979192,11,2011,11,26,27,1,1.9588900063893,Very Often
68,105414.0,39.0,High School,Sales,Bangalore,Other,52.49403390752041,5,2003,30,5,6,4,2.9686011726660664,Very Often
23,,0.0,Bachelor,Marketing,Mumbai,Other,68.47732560088903,0,2016,17,19,39,3,3.1458216474260765,Rarely
23,37653.0,28.0,PhD,Finance,Mumbai,Female,33.829744359070055,9,2019,27,0,11,4,1.583231188792435,Rarely
20,69556.0,9.0,High School,Finance,Pune,Other,,0,2001,49,8,16,2,4.8941278406749245,Very Often
24,143723.0,27.0,PhD,IT,Pune,Male,6.453101979976916,4,2021,20,13,21,5,4.299075758464477,Rarely
68,128278.0,30.0,High School,HR,Bangalore,Male,54.55406085610935,4,2012,8,2,8,4,3.533950935597873,Very Often
25,46140.0,18.0,High School,Marketing,Mumbai,Male,8.739617602171467,10,2014,33,29,2,3,2.11162200853449,Often
59,21184.0,2.0,PhD,HR,,Other,44.276703603693036,8,2007,33,0,21,1,4.641359853386344,Often
69,143626.0,35.0,Bachelor,HR,Mumbai,Other,25.75823576528299,0,2005,46,13,35,3,2.260975418745639,Very Often
32,54493.0,14.0,High School,Sales,Mumbai,Male,93.69034495826476,2,2008,23,13,38,1,2.2769488445864887,Often
64,64148.0,32.0,PhD,Sales,Pune,Female,1.307538638594341,2,2021,15,3,17,4,2.411704093806063,Often
46,44846.0,25.0,High School,Marketing,Delhi,Male,,3,2010,27,13,16,5,1.1917403466243486,Very Often
50,131361.0,15.0,Master,HR,Delhi,Female,78.20427497069545,11,2022,45,22,26,3,1.2474160715465294,Often
69,42195.0,35.0,Master,IT,Pune,Female,18.846141265146578,12,2011,46,3,34,5,2.9032130233973454,Rarely
47,25606.0,32.0,Master,HR,Bangalore,Other,81.55882046662529,6,2020,34,10,31,4,4.527013631203147,Often
56,23956.0,19.0,Master,Sales,,Other,85.97250878248238,14,2023,5,19,2,5,4.769499057112988,Rarely
44,36555.0,12.0,Bachelor,HR,Mumbai,Female,70.80029996457701,6,2001,37,8,12,5,4.102872680684151,Very Often
53,110385.0,32.0,Master,Finance,Hyderabad,Female,20.906918242617078,14,2001,40,10,16,3,2.6176871703187077,Rarely
46,38690.0,4.0,PhD,Finance,Pune,Female,27.203865658156236,9,2010,10,14,17,4,2.241966193685089,Often
55,78502.0,36.0,High School,IT,Mumbai,Other,16.693472869536198,4,2007,3,5,16,5,1.8628182686532662,Rarely
50,144586.0,13.0,PhD,Marketing,Hyderabad,Male,18.406373720139968,13,2005,13,24,15,1,3.153800183813498,Often
54,68849.0,26.0,Master,HR,Delhi,Female,3.649229647537533,8,2017,12,11,21,2,2.929842064134153,Often
44,46347.0,22.0,Bachelor,Finance,Bangalore,Other,85.73150811982664,6,2021,14,27,24,1,2.8675869685468154,Rarely
50,118725.0,13.0,Master,Marketing,Hyderabad,Male,52.85022874278358,1,2010,48,12,0,5,2.264891836203733,Often
21,123844.0,39.0,Master,Finance,Bangalore,Other,32.77592238870516,11,2023,7,17,26,4,3.327707538680328,Rarely
39,111321.0,3.0,Bachelor,Marketing,Delhi,Male,28.957699606340803,2,2005,42,22,13,1,3.431727220205103,Often
19,69056.0,38.0,Bachelor,Marketing,Hyderabad,Other,54.46962964475864,10,2008,23,22,27,4,4.500778377038809,Very Often
27,83851.0,18.0,Bachelor,Finance,Pune,Male,32.66848217899491,6,2021,10,13,35,1,4.0456129749310525,Very Often
22,118234.0,3.0,Bachelor,Sales,Mumbai,Female,86.37179750103479,4,2013,47,23,31,4,2.319556707463112,Rarely
27,101502.0,29.0,Bachelor,Marketing,Delhi,Other,,6,2018,34,25,28,5,2.518147585268792,Rarely
50,116633.0,18.0,Bachelor,HR,,Male,88.23017914128528,8,2024,24,10,16,3,1.9579996171482925,Very Often
55,,30.0,High School,Finance,Bangalore,Male,66.40924530034292,8,2020,22,24,27,1,1.6834088650030115,Very Often
30,90211.0,30.0,Master,Sales,,Male,95.66292204549701,2,2005,46,23,20,4,1.4355662495005057,Very Often
48,61850.0,8.0,Master,Finance,,Female,1.5107241635693436,7,2019,44,1,23,1,1.1364818148630929,Very Often
64,98545.0,12.0,Bachelor,IT,Pune,Other,5.909556571115648,12,2018,6,18,34,4,2.670726793022466,Often
53,47843.0,13.0,PhD,HR,Bangalore,Male,50.08945939365732,5,2009,4,27,19,4,4.836487385498284,Rarely
62,82320.0,9.0,Bachelor,IT,Delhi,Female,91.23788300320483,12,2013,31,1,21,3,3.15204666318668,Rarely
41,49793.0,30.0,High School,Marketing,Delhi,Female,73.0794951530145,3,2004,27,16,3,4,3.968627527772467,Very Often
69,59516.0,36.0,PhD,Marketing,Mumbai,Female,,14,2011,43,28,15,1,2.5908891766593287,Rarely
32,124407.0,22.0,High School,IT,Bangalore,Female,3.160215566018376,3,2018,2,22,20,5,2.5376214319313832,Rarely
46,149045.0,26.0,PhD,IT,Pune,Female,35.41637884126093,3,2001,29,7,20,2,1.5008097913227139,Often
25,37857.0,,PhD,Marketing,Hyderabad,Female,34.58528929028573,6,2014,43,4,39,4,2.199405416478085,Often
22,39627.0,,Bachelor,Sales,Pune,Female,54.208568225990575,5,2005,4,25,10,2,4.71468782905112,Rarely
46,81822.0,1.0,High School,HR,Pune,Other,25.782777934676183,1,2007,32,28,36,5,2.960806094207035,Often
64,104101.0,12.0,PhD,Finance,Hyderabad,Other,26.715571517776006,4,2013,19,10,21,2,1.817370732357169,Very Often
21,111561.0,18.0,High School,IT,Bangalore,Female,62.08608000767594,4,2002,29,29,19,4,3.6550149835050387,Rarely
29,72248.0,0.0,Bachelor,HR,Mumbai,Male,94.45675433141567,5,2005,43,24,1,1,2.621791663020678,Often
62,75798.0,39.0,Bachelor,Finance,Pune,Male,66.01791036366953,6,2010,21,19,10,3,4.309335902640957,Often
19,113368.0,31.0,Bachelor,Finance,Pune,Male,66.81301239810351,11,2008,21,0,20,4,1.3713101697141123,Rarely
44,64116.0,21.0,Bachelor,IT,Bangalore,Female,98.62148133881156,10,2016,37,19,32,4,3.087230196992796,Rarely
48,95318.0,28.0,Master,Sales,Bangalore,Male,15.347816706979012,7,2018,28,15,16,3,4.204848523788094,Very Often
68,124186.0,1.0,PhD,Sales,Delhi,Other,3.3834774200360407,11,2001,20,4,35,3,4.4151322605045,Often
68,147119.0,39.0,Master,HR,Bangalore,Other,74.55139507462982,9,2007,17,26,13,3,2.5853832449585394,Rarely
53,107902.0,37.0,Bachelor,HR,Bangalore,Other,,13,2024,47,27,36,3,3.9641640913867677,Often
53,48557.0,10.0,PhD,Marketing,Pune,Other,42.88233547520063,14,2009,10,15,30,3,4.862839326955591,Often
43,91334.0,16.0,PhD,Sales,Mumbai,Female,22.530337636303233,7,2021,9,23,3,4,3.487711437110986,Often
60,95163.0,7.0,High School,HR,,Other,50.68630405190385,10,2002,34,4,5,2,4.246360015309969,Often
44,126719.0,21.0,Bachelor,Marketing,Bangalore,Male,44.217234372487326,4,2009,25,27,20,1,3.2949981894207805,Rarely
22,143099.0,3.0,Master,Finance,Delhi,Male,34.54500078463286,1,2023,49,9,12,4,4.160850454729239,Rarely
37,98002.0,10.0,High School,HR,Mumbai,Other,44.27451593384188,9,2022,43,8,37,5,4.76279411049107,Very Often
28,62614.0,7.0,PhD,Marketing,Delhi,Other,38.38347707228898,7,2001,45,21,14,4,3.845847695639808,Rarely
27,32720.0,8.0,Master,Sales,Hyderabad,Other,93.98963580895366,5,2006,3,29,4,4,1.6177146304471854,Often
57,77608.0,25.0,Bachelor,Finance,Delhi,Male,98.02516574758353,2,2000,9,23,37,2,1.32768039356358,Very Often
55,127449.0,1.0,Master,HR,Delhi,Male,83.9900932511754,3,2023,38,18,23,3,4.24834617874763,Rarely
23,122828.0,15.0,Master,Sales,Bangalore,Other,99.0414091012125,11,2011,15,28,17,5,2.0334654492237996,Rarely
25,146613.0,30.0,Master,Finance,Bangalore,Male,,0,2004,40,2,28,2,4.501060531844894,Very Often
40,92095.0,5.0,High School,IT,Bangalore,Male,84.29251099189396,2,2008,29,8,31,1,1.784623229654955,Rarely
64,125924.0,20.0,PhD,Sales,Bangalore,Female,,3,2011,2,21,6,5,4.644186806646099,Rarely
43,104694.0,25.0,Master,IT,Bangalore,Other,74.61363977777535,1,2010,33,19,29,5,4.220861814507982,Rarely
63,116452.0,18.0,PhD,HR,Delhi,Other,20.139264063047325,13,2011,24,7,37,2,4.525051650379984,Often
60,107593.0,,High School,Marketing,Hyderabad,Female,81.19560897413074,11,2002,37,3,25,5,1.930829622198733,Very Often
29,55892.0,7.0,Bachelor,HR,Bangalore,Female,8.346442615691952,5,2011,41,10,7,4,4.514134593053461,Very Often
43,126975.0,13.0,Bachelor,Sales,,Male,27.055770671640367,7,2022,35,3,24,4,3.3502392578329303,Often
30,,,Master,IT,Hyderabad,Female,82.19526168471556,11,2023,3,11,29,3,1.336032939506814,Very Often
57,136041.0,36.0,High School,IT,Pune,Other,74.71592218218515,5,2000,41,22,23,2,4.72416216465963,Rarely
35,146202.0,25.0,Bachelor,Finance,Pune,Other,50.12467549912893,9,2005,9,6,29,4,1.7785671124246418,Often
42,97606.0,30.0,High School,HR,,Other,67.2792774290209,2,2010,12,27,4,5,1.8539951405891184,Often
50,143769.0,31.0,High School,HR,Pune,Male,,8,2001,5,7,3,5,3.816123800474139,Often
64,138542.0,1.0,Master,Sales,Bangalore,Male,66.776362234628,13,2007,6,9,8,4,3.332257070178398,Very Often
57,126438.0,24.0,Master,IT,Hyderabad,Other,0.7976167341492535,3,2021,27,22,32,2,4.611965744006477,Often
60,20924.0,1.0,High School,Sales,Mumbai,Other,83.32158673815061,13,2010,36,28,28,2,2.2278167836162774,Often
29,71322.0,0.0,High School,Sales,Pune,Male,51.62876079989436,5,2011,14,23,30,1,1.1668857742080192,Often
61,46478.0,35.0,Master,IT,Delhi,Male,94.38784516095818,3,2018,29,12,18,2,4.979997419281091,Very Often
53,,11.0,High School,Sales,Mumbai,Female,47.81642673227818,14,2019,39,23,1,4,2.250975477577814,Very Often
65,66418.0,8.0,Master,IT,Bangalore,Male,43.30872823263411,3,2022,9,13,19,1,1.6477071548646198,Very Often
21,82217.0,35.0,PhD,Sales,Hyderabad,Male,45.005281239781404,10,2008,11,15,11,5,4.937524447484294,Often
22,120699.0,27.0,High School,Marketing,Bangalore,Other,35.97286202752961,1,2010,16,6,20,4,3.2515747609584165,Rarely
54,110140.0,37.0,Master,Sales,Bangalore,Other,16.667508384265396,9,2017,47,15,30,3,1.5954324082607223,Very Often
25,100846.0,32.0,High School,Sales,Delhi,Other,84.20627269455056,1,2008,29,16,35,3,4.343285980335905,Rarely
59,93762.0,,Master,Marketing,Delhi,Female,38.90854077582948,1,2014,0,19,19,2,4.781675919027258,Rarely
66,31781.0,24.0,High School,HR,,Male,52.910842818885854,1,2021,35,18,19,1,4.52512009162406,Very Often
45,25515.0,17.0,Bachelor,IT,Pune,Female,1.9886916463436433,7,2017,39,11,35,1,1.794477343634953,Very Often
48,137358.0,5.0,Bachelor,Finance,Bangalore,Male,6.025387271399907,14,2007,23,8,17,5,1.21075185705324,Rarely
26,56133.0,17.0,High School,Marketing,Pune,Male,59.71832294778445,9,2003,37,27,5,2,2.4851987267097595,Very Often
68,102508.0,15.0,Bachelor,HR,Hyderabad,Other,87.92280825136089,3,2012,20,25,32,1,2.4193800820929154,Rarely
46,117628.0,14.0,High School,Sales,Bangalore,Male,,3,2014,41,7,9,4,2.623676388472951,Rarely
31,96946.0,7.0,High School,HR,Pune,Female,16.497458060506332,9,2007,31,8,17,5,4.195922611371923,Often
57,,12.0,PhD,Marketing,Bangalore,Other,11.61273143659689,9,2015,17,4,33,1,1.0385862021177088,Rarely
58,29095.0,6.0,PhD,Sales,Delhi,Female,89.97880013929239,10,2010,12,20,14,3,3.699253845666028,Often
39,108583.0,16.0,Bachelor,HR,Delhi,Female,70.1637854015257,13,2022,36,9,2,3,4.940616125375702,Often
28,40470.0,31.0,PhD,Finance,Mumbai,Other,96.61955545114573,2,2022,43,4,7,1,2.5966127864406063,Very Often
40,63129.0,21.0,PhD,IT,Hyderabad,Male,8.234862134389964,4,2012,20,13,10,3,2.9402297475326677,Very Often
18,28531.0,12.0,High School,IT,Pune,Female,90.26128550234131,3,2006,17,17,31,4,3.511900492303901,Rarely
63,57038.0,22.0,Master,Marketing,Bangalore,Male,84.56323125268159,6,2017,39,28,16,5,2.14233575104687,Very Often
